order_id,date,customer_id,status,region,channel
86,2026-04-01,6596,completed,West,Retail
87,2026-07-12,3260,completed,South,B2B
88,2026-03-26,1707,completed,West,B2B
89,2026-05-11,7745,completed,North,Retail
90,2026-03-03,1124,cancelled,South,B2B
91,2026-05-15,3677,completed,Central,Marketplace
92,2026-05-13,2419,completed,North,Marketplace
93,2025-07-13,7352,completed,West,B2B
94,2025-08-29,6951,completed,Central,Website
95,2026-03-22,2237,completed,South,Website
96,2026-03-10,9891,completed,South,Website
97,2025-12-04,221,processing,East,B2B
98,2025-03-17,9216,completed,South,Marketplace
99,2025-04-30,6139,processing,West,B2B
100,2025-07-02,3821,completed,South,Retail
101,2026-01-01,4318,completed,West,Website
102,2025-09-04,3721,completed,Central,Marketplace
103,2026-06-20,2722,completed,North,Marketplace
104,2026-03-28,6722,cancelled,West,B2B
105,2025-09-29,3884,completed,Central,Marketplace
106,2025-12-04,1944,cancelled,East,Retail
107,2026-03-19,7509,completed,East,Marketplace
108,2026-08-03,9529,completed,East,Marketplace
109,2025-02-11,2694,shipped,South,Marketplace
110,2026-04-07,3987,completed,South,Marketplace
111,2026-02-15,3917,completed,South,Marketplace
112,2026-03-20,9185,completed,North,Website
113,2026-01-22,7550,completed,West,Marketplace
114,2025-07-02,5740,completed,South,B2B
115,2026-03-25,92,completed,West,B2B
116,2025-06-28,8383,processing,South,Marketplace
117,2025-05-28,9631,completed,North,Marketplace
118,2025-09-06,4413,completed,West,B2B
119,2025-11-01,5478,completed,Central,Website
120,2025-10-12,701,shipped,South,Retail
121,2026-08-21,9833,completed,North,B2B
122,2026-07-18,9580,completed,North,Website
123,2025-11-04,647,completed,North,Retail
124,2025-02-08,3599,completed,Central,Marketplace
125,2025-09-19,2281,cancelled,West,B2B
126,2026-05-15,7592,completed,Central,Retail
127,2026-04-29,3258,shipped,Central,Marketplace
128,2026-01-10,5457,completed,West,Website
129,2025-11-16,8798,completed,South,B2B
130,2026-05-27,8138,completed,North,Marketplace
131,2025-02-23,4567,completed,West,Marketplace
132,2026-01-12,1049,completed,East,B2B
133,2025-01-18,5956,shipped,North,Marketplace
134,2026-03-27,6549,completed,North,Website
135,2025-12-26,7601,completed,West,Retail
136,2026-03-02,6181,completed,West,B2B
137,2025-08-06,5564,completed,South,Retail
138,2025-05-19,8973,completed,South,Website
139,2026-04-06,88,processing,North,Retail
140,2026-02-18,1093,completed,Central,Retail
141,2025-08-05,7188,completed,North,Retail
142,2026-02-06,2411,completed,East,Retail
143,2025-09-13,8770,shipped,East,Retail
144,2026-05-13,9233,completed,East,Retail
145,2026-08-24,9426,completed,West,Retail
146,2025-05-14,7345,completed,North,B2B
147,2025-12-11,6107,completed,Central,Marketplace
148,2026-05-05,7641,completed,South,Marketplace
149,2026-03-04,9722,completed,West,Website
150,2025-04-11,8136,completed,South,Retail
151,2025-07-26,6962,completed,North,Retail
152,2025-02-20,7209,cancelled,North,Retail
153,2025-09-24,5803,completed,East,Website
154,2025-08-19,6056,completed,Central,Marketplace
155,2025-10-06,2008,completed,West,Website
156,2025-09-14,7026,completed,West,Marketplace
157,2025-11-10,1492,completed,South,Website
158,2025-02-01,1901,completed,West,B2B
159,2025-01-19,9105,completed,North,Retail
160,2026-05-27,8486,completed,North,Website
161,2025-01-15,7378,completed,North,Marketplace
162,2025-06-25,4615,completed,East,Marketplace
163,2025-04-18,314,completed,North,B2B
164,2025-03-13,2728,cancelled,Central,Website
165,2025-11-14,3374,completed,Central,Marketplace
166,2026-07-20,448,shipped,South,B2B
167,2025-12-18,3488,completed,West,Marketplace
168,2026-06-27,7962,completed,North,Marketplace
169,2026-04-09,794,completed,East,Retail
170,2025-12-30,4259,completed,Central,B2B
171,2026-04-10,8714,completed,West,Marketplace
172,2025-01-21,3471,cancelled,East,Retail
173,2026-02-19,6253,cancelled,North,Website
174,2026-04-30,6184,completed,South,Retail
175,2025-12-29,5275,completed,North,Website
176,2025-02-08,9174,processing,South,Website
177,2025-05-15,3140,completed,East,Website
178,2025-09-06,948,cancelled,Central,Marketplace
179,2025-11-30,2077,completed,West,Marketplace
180,2026-04-04,6474,completed,West,Retail
181,2025-07-09,892,completed,West,Marketplace
182,2026-08-27,7363,completed,Central,Retail
183,2025-12-17,2848,completed,South,B2B
184,2025-05-11,7072,completed,West,B2B
185,2025-10-08,8476,processing,East,B2B
186,2026-07-07,6777,completed,South,Marketplace
187,2025-06-28,6181,completed,South,Marketplace
188,2025-12-07,6379,completed,West,B2B
189,2026-04-10,726,shipped,East,Marketplace
190,2025-08-03,6675,processing,West,Retail
191,2026-04-13,5979,completed,North,Website
192,2026-01-12,3557,completed,West,Website
193,2026-03-01,8391,shipped,East,B2B
194,2026-03-03,9004,completed,East,B2B
195,2026-08-31,7177,shipped,South,Retail
196,2025-03-26,876,completed,Central,Retail
197,2026-06-17,7117,completed,South,Website
198,2025-12-15,6351,completed,North,Website
199,2026-05-26,1149,completed,South,Marketplace
200,2025-09-07,3435,completed,East,Website
201,2025-09-27,9298,completed,West,Marketplace
202,2026-05-05,1543,completed,West,Website
203,2026-02-16,5592,completed,East,Website
204,2025-05-13,7976,completed,South,Retail
205,2026-06-28,3750,completed,North,Marketplace
206,2025-02-24,1309,completed,East,Marketplace
207,2026-02-22,2575,completed,Central,Retail
208,2026-05-13,5301,completed,South,B2B
209,2025-05-22,1865,completed,East,B2B
210,2025-03-28,2590,completed,South,Marketplace
211,2026-05-06,6180,completed,Central,Website
212,2025-12-16,6935,completed,East,Marketplace
213,2026-05-24,3530,completed,South,Marketplace
214,2026-02-03,346,completed,Central,Website
215,2025-04-01,3029,completed,East,B2B
216,2026-01-27,5479,completed,Central,Retail
217,2026-02-01,6386,completed,North,B2B
218,2025-12-25,1997,completed,South,Marketplace
219,2026-04-26,6960,completed,West,Website
220,2025-06-17,988,completed,North,Retail
221,2025-04-08,1631,cancelled,Central,Marketplace
222,2026-01-22,1489,completed,North,Marketplace
223,2026-08-07,7312,completed,West,Marketplace
224,2026-05-05,5936,completed,East,B2B
225,2025-01-02,6482,completed,Central,Website
226,2026-01-05,4190,cancelled,West,B2B
227,2025-02-25,4231,cancelled,South,B2B
228,2025-09-03,1551,completed,Central,B2B
229,2026-05-10,9232,completed,Central,B2B
230,2025-03-22,5021,completed,North,B2B
231,2025-12-17,4539,completed,West,Website
232,2025-05-01,9617,processing,West,Retail
233,2026-03-20,4979,completed,Central,Website
234,2025-06-20,1786,completed,East,Marketplace
235,2026-04-23,2373,completed,North,Marketplace
236,2026-04-02,5441,shipped,North,B2B
237,2025-11-30,1624,completed,West,Website
238,2025-04-20,5938,completed,West,Retail
239,2025-10-15,4080,cancelled,North,Website
240,2026-03-19,8141,cancelled,North,Marketplace
241,2025-10-23,9977,completed,North,Website
242,2025-02-12,3812,completed,Central,B2B
243,2025-12-10,5060,completed,North,Website
244,2025-04-09,1864,completed,South,B2B
245,2026-03-31,5492,completed,Central,Retail
246,2026-05-18,6810,shipped,East,B2B
247,2025-09-19,5239,completed,Central,Marketplace
248,2025-08-27,4070,completed,North,Marketplace
249,2026-01-03,4865,completed,West,Marketplace
250,2025-10-24,3834,shipped,South,B2B
251,2025-10-31,1978,processing,West,B2B
252,2026-04-27,3336,completed,South,Marketplace
253,2026-05-24,9924,completed,West,Retail
254,2026-02-08,2548,completed,East,Marketplace
255,2025-10-19,3223,processing,Central,Marketplace
256,2026-04-06,9151,completed,West,Retail
257,2025-01-22,2641,completed,East,B2B
258,2025-11-09,5187,completed,East,B2B
259,2025-07-16,7908,completed,East,Website
260,2025-02-23,104,completed,North,Website
261,2025-08-25,8578,cancelled,Central,B2B
262,2026-01-17,3696,completed,South,Retail
263,2025-06-04,9705,completed,North,Retail
264,2025-03-13,6610,completed,South,Marketplace
265,2025-12-18,7106,completed,Central,Marketplace
266,2026-06-07,9297,completed,South,B2B
267,2025-09-14,6026,completed,North,Website
268,2025-09-27,4703,shipped,North,Retail
269,2026-06-16,1296,completed,South,B2B
270,2025-09-22,6438,shipped,Central,Retail
271,2026-04-07,6429,completed,West,Retail
272,2026-05-30,6022,completed,East,Website
273,2026-06-25,7055,completed,East,Retail
274,2025-04-26,1616,cancelled,Central,Website
275,2025-06-22,502,completed,East,Retail
276,2025-06-24,6432,shipped,West,B2B
277,2025-02-11,2101,completed,Central,B2B
278,2025-12-13,6742,completed,East,B2B
279,2025-03-16,3019,shipped,West,Marketplace
280,2025-04-14,605,processing,East,Retail
281,2026-01-11,7798,completed,West,Marketplace
282,2025-07-28,9532,completed,West,Retail
283,2025-11-03,7146,completed,East,Retail
284,2026-06-15,6060,shipped,West,Retail
285,2026-01-27,8186,shipped,Central,Website
286,2025-05-03,9357,completed,Central,Retail
287,2026-04-21,5518,completed,South,Website
288,2026-05-25,6842,completed,North,B2B
289,2025-12-25,8935,completed,North,B2B
290,2025-04-22,4877,completed,South,Retail
291,2026-08-13,380,completed,East,Marketplace
292,2025-06-27,115,shipped,West,Marketplace
293,2026-03-03,5428,completed,Central,Website
294,2026-07-01,1009,processing,South,Retail
295,2026-01-25,9740,cancelled,South,B2B
296,2026-07-10,950,completed,South,Marketplace
297,2025-11-28,3545,completed,North,Retail
298,2026-01-29,7050,completed,North,B2B
299,2025-06-13,7457,completed,North,Marketplace
300,2025-04-30,2313,cancelled,North,Retail
301,2025-04-06,7181,completed,West,B2B
302,2025-05-10,7576,processing,North,Marketplace
303,2025-12-20,5968,completed,Central,Retail
304,2025-04-08,3000,completed,East,Website
305,2025-05-25,4560,cancelled,East,Marketplace
306,2026-05-21,6282,completed,Central,Retail
307,2025-10-04,2723,completed,South,Marketplace
308,2025-10-18,5121,completed,North,B2B
309,2026-04-02,4862,shipped,South,Website
310,2025-11-27,6279,processing,South,B2B
311,2026-07-13,4660,shipped,Central,Website
312,2025-10-23,7768,completed,South,Retail
313,2025-03-12,6708,completed,Central,B2B
314,2026-06-21,5832,completed,South,Website
315,2025-02-04,6559,completed,South,Marketplace
316,2026-05-07,7082,completed,East,Retail
317,2026-05-20,2527,completed,South,Retail
318,2025-03-06,4558,completed,North,Marketplace
319,2026-08-15,312,completed,North,Website
320,2025-11-16,4843,completed,North,Website
321,2025-12-01,5050,completed,North,Retail
322,2026-05-11,8186,completed,West,Retail
323,2025-08-31,4726,completed,North,Marketplace
324,2026-01-20,7517,shipped,Central,Retail
325,2025-10-15,3804,shipped,West,B2B
326,2025-04-09,1446,shipped,North,Marketplace
327,2025-05-25,7735,completed,West,Website
328,2025-06-06,9965,completed,West,Website
329,2025-04-13,7897,completed,Central,Marketplace
330,2025-03-05,5180,completed,North,Website
331,2026-04-27,8957,completed,Central,Marketplace
332,2026-07-22,3391,completed,South,Marketplace
333,2026-06-28,6144,processing,West,Marketplace
334,2026-03-05,9778,shipped,West,B2B
335,2025-08-09,4571,completed,South,Marketplace
336,2025-07-18,2331,cancelled,South,Retail
337,2025-07-07,7589,completed,West,Website
338,2025-01-13,21,processing,North,Marketplace
339,2025-12-28,5398,completed,West,B2B
340,2026-07-06,1705,cancelled,West,Website
341,2025-12-02,582,completed,South,Website
342,2026-05-18,1128,completed,North,B2B
343,2025-06-12,121,shipped,South,B2B
344,2025-06-30,8838,completed,Central,Marketplace
345,2025-04-17,8354,completed,South,B2B
346,2025-07-23,2073,completed,West,B2B
347,2025-07-28,8252,completed,South,Website
348,2025-03-23,4151,shipped,West,Website
349,2025-01-12,6071,completed,Central,B2B
350,2026-04-17,8347,completed,Central,Marketplace
351,2025-02-18,5810,completed,East,Retail
352,2025-06-28,1182,completed,Central,B2B
353,2025-05-11,8962,completed,South,B2B
354,2025-06-14,8214,completed,Central,Marketplace
355,2026-05-04,1954,completed,Central,Website
356,2025-07-01,7318,cancelled,South,Website
357,2025-02-06,2987,completed,North,Marketplace
358,2025-06-04,4734,completed,East,Marketplace
359,2025-12-10,5634,completed,North,Website
360,2025-12-31,9002,completed,East,Retail
361,2026-05-24,7915,completed,South,Website
362,2025-03-22,6926,completed,East,Retail
363,2026-02-11,1491,completed,East,B2B
364,2026-03-31,6629,completed,West,Website
365,2025-11-27,742,completed,Central,B2B
366,2026-05-16,7308,completed,South,Retail
367,2026-03-17,4225,completed,West,Retail
368,2025-02-22,6991,completed,East,Retail
369,2025-06-18,7319,completed,North,Website
370,2025-03-06,8989,completed,Central,Website
371,2025-11-15,3093,completed,South,Marketplace
372,2026-02-22,3197,shipped,North,Website
373,2025-05-28,2068,completed,West,B2B
374,2025-12-22,7955,completed,South,B2B
375,2026-07-24,8057,completed,Central,Website
376,2025-06-29,9367,completed,North,Retail
377,2025-03-15,5155,completed,South,Marketplace
378,2026-06-19,7976,completed,Central,B2B
379,2025-06-23,7344,shipped,Central,Website
380,2025-05-12,8409,completed,North,Website
381,2026-03-17,7356,cancelled,South,B2B
382,2026-05-05,5801,processing,North,Website
383,2025-11-23,4784,completed,West,Marketplace
384,2025-08-04,1825,completed,East,Marketplace
385,2025-03-07,8265,completed,East,Website
386,2025-09-24,8750,completed,West,B2B
387,2025-09-11,9268,shipped,South,Retail
388,2026-04-21,2284,completed,East,B2B
389,2025-03-06,2712,cancelled,North,B2B
390,2025-10-29,1328,shipped,North,B2B
391,2025-05-14,2278,completed,South,B2B
392,2025-02-05,7587,cancelled,Central,Marketplace
393,2026-04-09,1048,cancelled,East,Retail
394,2025-11-30,4810,processing,North,Website
395,2025-06-23,9948,completed,West,Marketplace
396,2026-04-13,2485,completed,North,Retail
397,2025-05-11,2707,completed,South,Retail
398,2025-01-21,4759,completed,Central,B2B
399,2025-12-12,1013,completed,South,B2B
400,2025-12-08,1537,completed,West,Retail
401,2026-05-31,7068,completed,West,Website
402,2026-08-29,7922,completed,Central,B2B
403,2025-09-22,7015,completed,East,Retail
404,2025-06-08,4585,completed,Central,Retail
405,2026-05-16,8819,completed,Central,Website
406,2025-04-12,4127,completed,West,Website
407,2025-07-23,8663,shipped,Central,B2B
408,2025-02-20,1857,shipped,South,Website
409,2025-09-26,1436,completed,East,B2B
410,2025-11-06,7925,completed,West,B2B
411,2026-06-01,9871,cancelled,Central,Marketplace
412,2026-07-21,1713,completed,West,B2B
413,2025-08-03,451,processing,West,Website
414,2026-08-16,5692,cancelled,South,B2B
415,2026-03-01,1507,completed,Central,Website
416,2026-05-22,4259,completed,North,Retail
417,2026-03-30,4279,completed,Central,Website
418,2026-06-09,4474,cancelled,South,Retail
419,2025-07-07,2373,completed,South,B2B
420,2025-09-07,954,cancelled,Central,Website
421,2025-12-31,7005,completed,East,Marketplace
422,2025-12-06,9175,completed,East,Marketplace
423,2025-01-03,3234,completed,North,Website
424,2025-05-27,1549,completed,South,Retail
425,2025-12-14,2854,completed,South,Retail
426,2025-01-27,5940,completed,North,Website
427,2025-02-27,1870,processing,Central,Website
428,2026-01-12,151,cancelled,East,Website
429,2025-10-07,2265,completed,South,Marketplace
430,2025-01-02,5966,processing,North,B2B
431,2025-01-11,4779,completed,North,Retail
432,2025-08-14,7069,completed,East,Marketplace
433,2025-08-30,6443,cancelled,South,Marketplace
434,2025-12-24,7150,processing,North,Marketplace
435,2026-06-07,146,completed,West,Website
436,2025-04-21,5019,completed,Central,B2B
437,2026-04-04,7534,completed,East,Retail
438,2025-08-23,3168,completed,Central,B2B
439,2026-02-20,5273,completed,North,Marketplace
440,2026-08-23,3495,completed,East,B2B
441,2026-02-21,968,cancelled,North,Website
442,2025-12-18,3386,completed,Central,Retail
443,2025-02-08,8228,completed,South,B2B
444,2025-12-10,1520,completed,North,Marketplace
445,2026-08-27,4807,cancelled,Central,B2B
446,2025-11-07,9916,completed,West,Retail
447,2025-07-10,5289,completed,South,B2B
448,2025-05-19,1102,completed,West,Retail
449,2026-05-30,4435,shipped,South,Website
450,2026-01-13,6101,cancelled,South,B2B
451,2026-05-07,770,shipped,East,Website
452,2025-01-03,721,completed,Central,B2B
453,2025-03-06,6676,cancelled,East,B2B
454,2025-02-23,2657,completed,South,Website
455,2025-09-04,136,completed,East,B2B
456,2025-11-22,75,processing,South,Marketplace
457,2025-12-14,8746,completed,West,Retail
458,2025-08-27,8959,completed,Central,Website
459,2025-04-01,2980,completed,Central,Retail
460,2025-06-10,5653,completed,North,B2B
461,2025-10-14,9723,completed,North,Marketplace
462,2025-08-02,2803,completed,East,Retail
463,2025-05-03,104,completed,South,Retail
464,2025-03-04,1370,completed,Central,B2B
465,2025-06-20,9550,cancelled,North,B2B
466,2025-12-24,5971,completed,South,Website
467,2025-12-27,3057,cancelled,North,Retail
468,2026-06-23,360,completed,East,B2B
469,2026-06-28,6433,completed,North,Retail
470,2026-03-31,218,completed,East,Website
471,2026-01-16,1132,completed,East,B2B
472,2026-07-31,2012,completed,West,B2B
473,2026-02-02,2813,completed,North,Retail
474,2025-03-07,8079,completed,East,Marketplace
475,2026-05-19,8689,completed,East,Website
476,2026-01-17,1169,completed,Central,Website
477,2026-05-22,770,completed,Central,Website
478,2025-03-02,9452,completed,North,B2B
479,2025-05-20,525,completed,North,Website
480,2025-12-27,4539,cancelled,West,Marketplace
481,2025-12-31,3346,completed,South,Retail
482,2025-09-12,9591,completed,Central,Marketplace
483,2025-01-17,3086,cancelled,North,B2B
484,2025-11-17,9561,completed,North,Retail
485,2025-08-27,7565,shipped,East,Retail
486,2025-01-01,2275,completed,East,Retail
487,2025-07-23,6558,processing,West,Retail
488,2026-02-22,5592,completed,East,Retail
489,2026-07-16,7812,cancelled,Central,B2B
490,2025-01-08,1313,processing,North,B2B
491,2025-07-25,5975,completed,South,Retail
492,2026-05-04,7878,completed,South,Marketplace
493,2025-04-02,8316,cancelled,South,Website
494,2025-01-01,7783,completed,East,B2B
495,2025-06-14,8695,completed,South,Retail
496,2025-04-05,6309,shipped,South,B2B
497,2026-04-08,9060,completed,East,B2B
498,2026-06-03,8255,completed,West,Marketplace
499,2025-06-03,5570,shipped,South,Retail
500,2025-01-16,5932,cancelled,East,Marketplace
501,2025-04-30,172,completed,East,B2B
502,2026-07-09,6090,completed,West,B2B
503,2025-07-14,4632,shipped,South,Retail
504,2026-08-31,9844,completed,South,Marketplace
505,2025-06-01,2839,shipped,East,Retail
506,2025-06-30,1730,completed,South,Marketplace
507,2025-02-06,5310,completed,Central,Retail
508,2026-01-22,9033,completed,East,Retail
509,2026-01-30,3732,shipped,East,Retail
510,2025-07-06,9855,completed,North,Marketplace
511,2025-11-27,6928,completed,North,Retail
512,2025-10-04,4055,completed,Central,Retail
513,2025-08-28,1124,completed,Central,B2B
514,2025-09-15,7321,cancelled,West,B2B
515,2025-04-24,65,completed,North,Website
516,2026-04-01,1235,shipped,West,Retail
517,2026-07-14,104,shipped,Central,Marketplace
518,2025-02-16,5300,processing,Central,Retail
519,2025-08-24,2937,completed,Central,Website
520,2025-09-20,3014,completed,East,Marketplace
521,2026-07-02,7096,completed,Central,B2B
522,2025-02-21,5509,completed,East,Website
523,2025-06-05,1166,cancelled,North,Website
524,2025-01-08,2071,completed,West,Marketplace
525,2025-09-20,2434,completed,East,B2B
526,2026-08-24,1364,completed,North,Retail
527,2025-12-09,6772,completed,North,Marketplace
528,2025-12-22,4502,completed,East,B2B
529,2026-02-12,1107,processing,West,B2B
530,2025-01-18,3209,shipped,North,Retail
531,2025-11-17,1755,completed,East,Marketplace
532,2025-08-19,597,completed,West,B2B
533,2025-12-12,7969,completed,Central,Retail
534,2026-03-27,3803,completed,West,B2B
535,2025-07-01,8414,shipped,East,Retail
536,2026-07-10,1632,completed,South,B2B
537,2025-10-10,5473,completed,East,Retail
538,2025-09-01,1437,completed,South,B2B
539,2025-03-27,8535,cancelled,East,B2B
540,2025-04-18,7465,completed,Central,Retail
541,2025-10-31,4844,shipped,East,Marketplace
542,2025-05-10,9217,completed,West,Website
543,2026-02-06,8306,completed,North,Retail
544,2025-02-11,1577,completed,West,Website
545,2025-05-18,7921,completed,East,Marketplace
546,2026-08-27,8846,completed,West,B2B
547,2025-01-20,3097,completed,North,B2B
548,2025-08-13,7070,shipped,East,Website
549,2025-11-30,1744,processing,West,Website
550,2026-08-15,4546,completed,North,Website
551,2025-12-13,6365,completed,South,Retail
552,2026-03-07,7710,completed,South,Website
553,2025-02-28,1344,completed,East,Website
554,2026-03-25,1114,completed,East,Website
555,2025-04-08,8176,completed,South,Website
556,2025-03-28,6650,processing,South,Marketplace
557,2025-07-05,2148,completed,East,B2B
558,2026-04-26,6852,completed,West,Marketplace
559,2025-01-12,2823,shipped,Central,B2B
560,2026-07-12,1491,processing,South,Website
561,2025-02-17,1236,completed,Central,B2B
562,2026-06-05,5392,completed,West,Website
563,2026-01-15,4776,shipped,West,Retail
564,2026-01-27,5047,completed,North,B2B
565,2025-10-03,5210,completed,East,Marketplace
566,2026-02-16,2546,shipped,Central,Marketplace
567,2025-11-10,5192,completed,West,Retail
568,2026-04-12,1075,completed,North,Retail
569,2025-07-10,1108,completed,North,Marketplace
570,2026-04-11,34,completed,North,Retail
571,2026-04-20,7317,completed,Central,Marketplace
572,2025-03-20,3983,cancelled,North,Retail
573,2026-07-22,3956,completed,East,B2B
574,2025-11-06,168,completed,East,B2B
575,2026-05-07,6233,completed,Central,Retail
576,2025-04-24,9496,completed,North,Website
577,2025-12-20,4956,completed,West,Retail
578,2025-12-12,804,completed,East,Website
579,2026-07-23,2923,completed,South,B2B
580,2026-08-09,4963,completed,East,Website
581,2025-11-06,4427,completed,East,B2B
582,2025-01-11,169,completed,North,Retail
583,2025-11-24,6375,completed,South,Website
584,2026-06-08,7460,processing,South,Marketplace
585,2025-07-13,1525,completed,East,Retail
586,2025-08-14,1142,completed,Central,Retail
587,2026-07-23,6427,completed,South,Retail
588,2026-06-01,5476,completed,South,Retail
589,2025-10-23,9521,completed,West,Website
590,2025-06-11,6612,completed,South,B2B
591,2026-05-09,7086,completed,East,B2B
592,2026-02-23,9861,processing,South,Retail
593,2025-09-14,4844,completed,Central,B2B
594,2026-04-30,4310,completed,Central,Marketplace
595,2025-12-21,6414,cancelled,South,Marketplace
596,2025-01-29,4181,completed,East,Website
597,2025-01-10,9139,completed,West,Marketplace
598,2025-03-22,5071,completed,South,Website
599,2025-05-03,518,completed,North,Website
600,2025-10-04,304,processing,West,Marketplace
601,2026-08-18,7372,completed,East,Retail
602,2026-06-18,7397,completed,North,Retail
603,2026-01-11,1625,shipped,South,Website
604,2025-01-03,6014,completed,South,Marketplace
605,2026-04-18,6599,completed,Central,Marketplace
606,2026-05-11,9083,completed,North,Marketplace
607,2026-04-16,6845,cancelled,Central,Retail
608,2025-06-03,6884,completed,West,Retail
609,2026-01-16,6060,completed,North,Marketplace
610,2026-05-23,6690,processing,North,Retail
611,2025-12-10,5355,completed,North,B2B
612,2025-05-19,6817,completed,West,Website
613,2025-05-05,5777,completed,South,B2B
614,2025-01-27,1102,cancelled,West,Website
615,2025-01-06,4793,cancelled,South,Retail
616,2025-04-09,8560,completed,West,B2B
617,2025-03-16,510,completed,East,Marketplace
618,2025-04-16,5684,shipped,West,B2B
619,2025-10-21,7999,cancelled,North,Website
620,2025-02-17,2237,completed,South,B2B
621,2026-07-13,2372,completed,Central,B2B
622,2025-09-16,253,completed,East,B2B
623,2026-02-27,4743,completed,North,Retail
624,2025-10-31,7239,completed,South,Marketplace
625,2026-05-15,2524,completed,North,Retail
626,2026-07-03,4431,shipped,East,B2B
627,2025-08-30,8217,completed,East,Marketplace
628,2026-03-31,5464,shipped,Central,Retail
629,2025-03-27,1531,completed,South,Marketplace
630,2026-05-29,5575,completed,Central,B2B
631,2026-03-03,4473,completed,East,B2B
632,2025-07-29,6173,completed,East,Marketplace
633,2026-03-28,9703,completed,East,Retail
634,2026-04-28,4198,completed,Central,B2B
635,2025-05-10,4496,processing,South,B2B
636,2025-05-12,2537,shipped,East,B2B
637,2026-05-22,3904,shipped,West,Retail
638,2025-11-02,7971,completed,East,B2B
639,2026-08-11,7183,completed,West,B2B
640,2025-12-12,7676,shipped,South,Marketplace
641,2025-08-30,4529,completed,South,Retail
642,2026-03-17,753,completed,Central,Marketplace
643,2025-09-27,2022,processing,East,Retail
644,2025-02-19,4806,cancelled,West,Retail
